StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,age,sex,sex_7_TEXT,ethnic,ethnic_8_TEXT,relstat,child,educ,jobcat,jobtitle,emp,yearsemp,yearsjob,worksit,worksit_5_TEXT,level,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,mil1,mil2,mil3,mil4,mil5,Q174_First Click,Q174_Last Click,Q174_Page Submit,Q174_Click Count,sig1,sig2,sig3,sig4,sig5,sig6,sig7,sig8,sig9,sig10,sig11,sig12,sig13,sig14,sig15,sig16,sig17,coh1,coh2,coh3,coh4,coh5,coh6,attn1,coh7,coh8,coh9,coh10,coh11,coh12,coh13,coh14,coh15,coh16,wamiuncategorized,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,attn2,purp10,purp11,purp12,purp13,purp14,purp15,purp16,socwor1,socwor2,socwor3,socwor4,socwor5,socwor6,sr1,sr2,sr3,sr4,sr5,sr6,sr7,sr8,pg1,pg2,pg3,pg4,pg5,gmw1,gmw2,gmw3,gmw4,gmw5,gmw6,gmw7,gmw8,choice,persinc,housinc,seslad,ses1,ses2,ses3,comments,id,random
08/06/2022 19:45,08/06/2022 19:56,0,100,655,1,08/06/2022 19:56,anonymous,EN,1,32,2,,1,,1,1,3,6,systems administrator,1,3,3,4,,5,3.159,27.462,29.208,8,4,5,6,3,5,6.698,21.737,25.843,10,6,6,2,2,5,4,2,3,2,4,5,6,5,4,5,5,5,3,2,6,6,6,2,2,3,3,4,2,3,5,6,6,6,5,3,5,5,6,6,6,6,4,6,5,6,7,5,5,4,6,5,5,4,4,7,5,5,5,6,3,3,3,5,5,4,3,4,5,6,4,3,4,7,6,5,5,6,6,6,2,5,5,7,5,5,3,"IT - so I help people all day and typically, when they are not happy (something isn't working, broke, etc...) so my issues has become this... I love computers and that's why I got my associates in this field... however, I was not prepared for the mental exhaustion that basically is all of IT; it's a rewarding job, but a low appreciation job. Nobody tells you you're doing good when things are running smooth, it's simply you're the first line of any type of anger, aggression, frustration; whatever.. Lastly, being on call 24/7 and being capped out on salary has me questioning whether or not I'll even continue. ",,78581
08/06/2022 21:21,08/06/2022 21:26,0,100,313,1,08/06/2022 21:26,anonymous,EN,1,27,2,,1,,7,1,4,4,Accounting Technician,1,2,2,1,,5,11.81,38.354,40.632,8,5,5,6,5,3,3.639,11.472,12.59,7,4,3,4,4,3,5,4,5,3,3,4,4,4,4,5,4,4,5,3,6,6,4,1,2,1,2,1,2,3,2,6,6,6,6,4,5,6,5,5,3,6,5,6,,6,5,6,6,5,6,5,7,6,6,3,4,5,5,6,5,4,3,3,3,3,5,6,5,6,5,6,5,5,5,4,5,5,6,6,2,4,5,7,6,6,6,,,15857
08/06/2022 21:25,08/06/2022 21:34,0,100,578,1,08/06/2022 21:35,anonymous,EN,1,42,1,,1,,2,4,3,7,First Line Manager,1,4,3,4,,4,8.285,40.77,42.396,13,6,6,6,6,2,3.909,14.073,15.449,7,6,6,7,7,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,6,5,,5,,,79665
08/06/2022 20:33,08/06/2022 20:39,0,100,370,1,08/06/2022 20:39,anonymous,EN,1,33,1,,1,,1,2,2,8,sub teacher,1,3,3,4,,5,3.072,33.328,33.833,14,4,4,5,4,3,4.414,14.065,15.074,7,5,4,4,4,3,6,5,5,,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,4,4,3,3,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,6,5,5,5,4,5,4,4,5,6,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,2,4,4,5,6,5,4,,,27055
08/06/2022 20:48,08/06/2022 20:57,0,100,529,1,08/06/2022 20:57,anonymous,EN,1,31,1,,1,,2,1,5,4,Analyst,1,1,1,1,,5,2.81,20.667,21.72,10,4,4,6,4,6,4.429,13.364,14.041,8,3,3,3,3,6,3,3,3,3,5,5,6,5,4,5,4,3,4,4,5,6,6,3,2,3,3,5,3,3,3,6,6,6,5,3,5,4,5,4,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,6,6,6,3,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,8,4,5,5,5,,,80484
08/06/2022 21:22,08/06/2022 21:32,0,100,574,1,08/06/2022 21:32,anonymous,EN,1,40,1,,1,,2,2,4,4,Diretor,1,4,4,1,,3,12.209,53.192,54.938,11,6,7,6,6,6,3.243,15.011,15.938,10,6,5,5,5,2,5,5,5,3,6,6,5,5,6,6,6,6,5,6,5,5,6,5,2,1,5,2,2,2,6,5,6,6,5,5,6,6,5,7,6,6,7,6,5,6,6,6,6,6,5,5,7,5,5,6,5,6,5,6,6,6,5,5,5,5,6,5,6,5,6,5,5,6,5,5,5,5,6,5,2,7,7,2,7,7,7,Enjoyed the study!,,14174
08/06/2022 20:33,08/06/2022 20:38,0,100,314,1,08/06/2022 20:38,anonymous,EN,1,39,1,,1,,7,2,5,8,Library Webmaster,1,4,2,2,,5,3.382,25.185,26.541,6,4,5,5,5,3,5.419,16.374,17.18,7,4,2,4,5,3,5,3,5,5,5,5,5,5,2,4,5,4,4,4,6,5,5,2,2,5,3,2,4,2,4,3,6,5,3,5,5,5,5,5,6,5,6,5,5,6,5,5,5,6,6,5,4,5,5,5,5,6,6,6,5,5,2,6,6,6,5,5,5,6,5,5,6,5,5,5,5,6,5,6,1,6,6,4,5,5,4,,,88546
08/06/2022 21:15,08/06/2022 21:23,0,100,466,1,08/06/2022 21:23,anonymous,EN,1,29,1,,2,,1,1,5,5,VSR,1,1,1,1,,5,38.911,64.694,67.22,7,5,5,5,5,2,8.524,16.933,18.669,7,7,7,7,7,1,7,2,7,7,7,4,4,5,6,4,5,6,2,5,4,5,5,4,2,4,4,4,4,6,5,3,5,4,4,4,6,7,1,3,4,3,7,4,7,6,4,7,5,7,7,4,7,2,2,7,3,2,4,4,1,2,2,1,2,2,1,2,5,5,3,2,4,6,6,6,4,4,7,7,2,4,4,4,5,7,6,no,,78617
08/06/2022 21:15,08/06/2022 21:23,0,100,479,1,08/06/2022 21:23,anonymous,EN,1,33,2,,1,,7,1,5,4,contract management ,1,2,2,1,,5,2.017,45.849,47.537,20,1,1,1,1,1,15.122,19.122,20.017,7,3,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,6,5,3,3,5,2,3,5,1,6,6,5,2,2,2,5,2,2,3,1,2,2,2,1,1,5,6,3,2,3,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,3,1,2,1,2,1,1,2,5,5,3,1,1,1,,,69676
08/06/2022 20:51,08/06/2022 20:58,0,100,408,1,08/06/2022 20:58,anonymous,EN,1,36,2,,1,,2,1,6,17,Researcher,1,2,2,4,,5,26.892,26.892,33.085,1,6,6,6,6,1,0,0,9.232,0,3,4,4,4,1,4,3,6,5,5,6,6,6,6,5,7,5,6,6,5,6,6,1,2,2,1,2,2,2,2,6,6,6,6,6,6,4,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,2,4,4,5,5,6,6,7,6,6,6,6,7,7,7,6,7,6,1,8,8,3,7,7,7,I have no further comments.,,11283
08/06/2022 20:20,08/06/2022 21:30,0,100,4228,1,08/06/2022 21:30,anonymous,EN,1,56,2,,8,"Native American Indian, Black American, European American/White",7,2,3,12,Quality control specialist,1,2,2,1,,4,41.494,159.39,165.822,8,6,6,6,6,2,10.608,37.744,45.449,11,6,6,6,6,3,5,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,2,2,2,2,2,1,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,5,6,6,6,6,No,,66766
08/06/2022 19:39,08/06/2022 19:46,0,100,428,1,08/06/2022 19:46,anonymous,EN,1,26,1,,1,,7,1,5,8,Occupational Therapist,1,2,2,2,,5,6.697,75.217,76.191,7,4,5,6,6,2,4.394,13.501,14.36,7,7,6,6,5,2,6,4,7,5,7,6,5,6,6,5,7,5,5,2,6,5,5,4,2,3,5,6,3,3,5,4,6,5,5,3,6,6,5,5,6,6,5,6,5,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,5,6,4,4,5,6,4,6,5,7,4,6,6,6,6,6,6,6,6,6,2,5,5,5,7,6,4,none,,61499
08/06/2022 21:50,08/06/2022 21:58,0,100,471,1,08/06/2022 21:58,anonymous,EN,1,21,1,,1,,1,1,3,12,Intern,1,1,1,2,,5,15.884,49.356,51.266,7,3,6,6,6,1,3.533,14.883,15.6,9,6,7,4,1,1,7,2,6,7,7,5,5,5,6,6,5,7,5,7,6,7,7,1,2,1,1,5,1,1,1,6,7,7,6,6,7,7,6,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,6,7,6,7,6,6,6,7,1,7,5,6,6,6,6,6,5,6,6,7,6,6,7,6,7,6,2,1,8,7,6,4,7,,,40768
08/06/2022 20:40,08/06/2022 20:48,0,100,448,1,08/06/2022 20:48,anonymous,EN,1,54,2,,1,,2,2,6,8,associate professor,1,4,4,1,,4,3.324,28.31,29.473,10,5,5,5,5,3,3.837,18.183,19.286,9,5,5,4,4,3,5,4,5,5,5,5,5,5,4,5,5,4,4,6,6,5,5,3,2,4,2,3,2,3,3,5,6,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,4,5,5,5,2,2,5,2,2,4,5,4,4,3,3,3,3,5,5,5,4,4,4,5,5,5,5,5,5,5,5,1,7,8,2,6,7,6,,,65019
08/06/2022 20:39,08/06/2022 20:53,0,100,859,1,08/06/2022 20:53,anonymous,EN,1,24,1,,1,,7,1,4,13,Doctor's Assistant,1,2,2,2,,5,11.144,33.74,34.616,12,2,4,5,3,7,2.78,28.603,29.401,8,4,5,3,4,1,5,1,5,1,4,3,3,3,3,3,3,3,2,2,5,5,4,7,2,5,5,7,5,4,7,5,5,5,5,2,3,5,5,4,3,6,5,5,5,6,5,5,4,5,6,5,5,6,6,5,7,5,6,5,4,4,6,3,3,2,3,5,4,4,4,5,2,5,4,3,4,4,5,5,2,3,5,7,5,6,4,,,49802
08/06/2022 21:22,08/06/2022 21:30,0,100,496,1,08/06/2022 21:30,anonymous,EN,1,28,1,,3,,1,1,4,6,data analyst,1,2,2,1,,5,9.266,30.748,32.073,8,2,3,4,2,6,15.98,30.14,30.886,10,4,3,4,4,3,4,2,3,2,3,2,2,3,3,4,2,4,4,4,4,5,4,2,2,3,2,3,3,3,3,5,4,4,5,4,4,4,3,3,3,4,4,5,4,6,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,3,3,4,4,3,3,4,3,4,3,4,4,3,2,3,5,9,2,2,1,,,21377
08/06/2022 21:05,08/06/2022 21:11,0,100,370,1,08/06/2022 21:11,anonymous,EN,1,47,1,,1,,2,3,4,8,Lead teacher,1,3,3,1,,4,2.204,20.047,21.025,7,6,6,6,6,1,4.622,17.842,18.877,7,7,6,6,7,2,7,7,7,6,6,6,6,6,6,5,6,7,5,6,5,5,6,2,2,2,3,4,3,5,5,5,6,5,6,6,5,6,6,6,5,6,5,5,6,6,6,6,5,5,6,5,6,5,5,6,4,5,5,6,5,5,2,6,6,5,6,6,5,6,6,6,5,6,6,6,6,6,6,6,2,7,7,4,5,3,4,No comments or concerns.,,82528
08/06/2022 20:47,08/06/2022 20:54,0,100,403,1,08/06/2022 20:54,anonymous,EN,1,37,2,,1,,1,1,6,17,biologist ,1,2,2,2,,3,3.064,22.722,23.122,8,1,1,1,1,7,2.625,10.267,12.558,9,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,7,2,7,7,7,7,7,7,1,1,1,1,7,1,1,1,1,1,1,5,1,1,6,1,5,1,7,1,1,1,1,1,1,1,1,6,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,1,,,11205
08/06/2022 19:27,08/06/2022 19:32,0,100,334,1,08/06/2022 19:32,anonymous,EN,1,51,1,,1,,2,3,4,8,classroom aide,1,4,3,2,,5,2.354,35.351,36.302,8,5,5,6,6,1,4.103,12.743,14.246,5,7,7,5,5,1,7,5,6,7,7,7,7,7,7,7,7,7,4,5,7,7,5,1,2,3,1,3,1,1,1,7,7,7,7,7,7,7,4,6,7,7,5,7,7,6,7,7,7,7,7,6,7,7,7,7,6,7,7,7,5,6,1,5,6,5,5,5,6,5,7,6,7,7,7,7,7,7,7,7,2,3,7,6,4,6,4,no,,48879
08/06/2022 19:54,08/06/2022 19:58,0,100,274,1,08/06/2022 19:58,anonymous,EN,1,20,1,,1,,7,1,3,13,patient care  tech ,1,2,2,1,,4,4.399,26.541,28.02,11,5,4,5,5,3,2.736,10.661,11.565,7,5,5,6,5,3,4,4,5,5,5,6,5,5,5,5,5,,5,5,5,5,4,3,2,2,2,6,4,2,4,6,5,5,5,5,6,5,5,5,5,,5,5,5,6,5,5,5,5,6,5,6,5,5,4,5,4,4,4,4,5,2,5,5,5,5,6,6,5,5,5,6,5,5,5,5,6,5,6,2,4,3,6,6,5,5,,,39073
08/06/2022 20:57,08/06/2022 21:10,0,100,765,1,08/06/2022 21:10,anonymous,EN,1,52,1,,1,,2,4,2,12,Customer Service Tech.,1,1,1,1,,5,11.266,135.067,153.949,10,5,5,5,5,3,0.103,24.772,26.572,12,6,6,6,6,2,5,2,6,6,5,6,6,6,5,6,5,5,4,5,6,5,4,2,2,5,3,2,4,4,2,5,6,6,6,6,6,5,5,5,5,7,5,5,6,6,5,5,4,5,7,5,5,3,4,5,3,3,3,5,4,4,,5,4,4,4,4,5,5,4,4,6,6,6,6,6,6,6,6,2,4,3,6,3,3,2,No.,,35500
08/06/2022 22:11,08/06/2022 22:17,0,100,387,1,08/06/2022 22:17,anonymous,EN,1,23,1,,1,,1,1,4,1,digital engagement specialist,1,1,1,4,,5,3.017,28.696,30.465,7,5,5,6,5,2,4.086,13.262,14.211,8,3,5,6,6,2,6,2,6,6,6,5,3,5,3,6,3,3,6,5,6,6,6,2,2,6,2,5,5,2,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,7,5,5,5,,,35496
08/06/2022 19:44,08/06/2022 19:52,0,100,514,1,08/06/2022 19:52,anonymous,EN,1,56,2,,1,,2,3,3,11,Quality Technician,1,4,2,2,,3,3.799,50.872,53.235,7,6,6,5,6,1,8.308,21.236,22.293,7,7,5,6,5,3,5,4,5,5,5,6,6,5,5,6,5,5,4,4,6,6,5,2,2,3,2,4,2,2,2,6,6,6,5,5,6,5,6,6,5,6,6,6,7,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,3,6,6,6,5,5,5,6,5,5,6,6,5,,5,6,6,6,2,6,7,4,7,7,6,,,25888
08/06/2022 20:17,08/06/2022 20:25,0,100,517,1,08/06/2022 20:25,anonymous,EN,1,38,2,,1,,1,1,2,7,technician,1,5,5,2,,5,1.915,26.069,27.349,9,2,2,2,2,6,3.903,15.058,15.94,11,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,3,3,2,4,4,5,5,5,4,4,3,3,3,2,2,4,2,2,3,3,3,3,2,6,2,2,2,2,2,2,3,4,4,3,4,3,5,5,3,4,4,5,4,4,4,3,3,4,2,3,2,2,2,2,2,2,2,2,2,4,4,7,3,5,3,,,82623
08/06/2022 21:18,08/06/2022 21:23,0,100,301,1,08/06/2022 21:23,anonymous,EN,1,24,1,,1,,1,1,5,4,Accountant,1,1,1,4,,5,1.528,26.52,27.343,14,4,4,6,2,6,7.002,20.335,21.031,11,2,2,2,2,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,6,6,3,2,6,6,6,2,2,3,2,6,3,5,3,2,2,6,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,3,6,3,5,no,,19651
08/06/2022 21:04,08/06/2022 21:31,0,100,1627,1,08/06/2022 21:31,anonymous,EN,1,5e83adf76ea9870c99d4b086,1,,2,,1,1,4,6,Software Engineer,1,2,2,1,,4,2.514,26.537,29.152,8,5,6,6,6,1,70.1,76.758,77.531,8,3,3,3,2,2,5,5,5,6,5,6,7,6,5,6,5,5,3,5,6,6,6,2,2,2,3,1,2,2,2,5,6,6,5,6,5,6,6,7,7,7,7,7,6,6,5,5,6,6,7,6,5,7,7,5,7,7,7,7,7,6,1,6,6,6,6,6,7,7,7,6,6,6,6,7,6,7,6,6,2,5,5,5,6,,5,,,15196
08/06/2022 21:32,08/06/2022 21:37,0,100,321,1,08/06/2022 21:37,anonymous,EN,1,40,3,,1,,1,2,1,22,cashier,1,2,2,2,,5,2.317,25.447,26.702,13,7,7,7,7,1,1.706,10.94,11.994,8,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,8,5,5,3,,,48731
08/06/2022 20:42,08/06/2022 21:03,0,100,1221,1,08/06/2022 21:03,anonymous,EN,1,44,1,,1,,6,3,4,22,Sales Manager,1,2,2,4,,4,22.649,214.184,215.82,37,4,4,7,4,4,13.428,49.653,51.177,24,3,3,4,3,4,4,2,4,4,4,6,6,6,4,6,6,4,6,6,6,6,4,2,2,2,2,2,2,2,2,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,5,6,6,6,6,4,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5,4,3,1,,,67018
08/06/2022 21:03,08/06/2022 21:14,0,100,633,1,08/06/2022 21:14,anonymous,EN,1,54,1,,1,,5,4,3,5,support staff,1,2,2,2,,4,7.241,51.51,53.402,11,2,4,5,1,4,3.858,25.616,26.965,9,6,5,6,6,2,6,5,6,7,6,6,6,,5,5,6,5,3,2,3,3,4,4,2,4,4,5,5,3,5,3,5,5,4,4,5,6,4,4,6,6,5,4,5,6,5,6,4,5,6,6,6,3,3,6,2,2,4,4,2,4,5,2,2,2,3,5,5,5,5,5,5,5,,6,6,5,,6,2,2,3,4,1,1,1,none,,57529
08/06/2022 20:27,08/06/2022 20:33,0,100,417,1,08/06/2022 20:34,anonymous,EN,1,38,1,,1,,2,3,5,4,Practice Manager,2,3,3,4,,2,13.462,40.981,43.004,8,6,6,6,6,2,4.353,13.949,15.08,6,7,6,7,7,1,7,1,6,5,2,3,3,2,6,5,2,,1,1,,5,7,1,2,3,5,6,1,3,5,5,,7,7,1,2,7,,5,3,,5,5,5,6,5,6,5,6,6,3,,7,7,7,7,7,7,5,3,6,3,7,7,7,5,3,3,6,2,2,2,2,2,3,2,3,3,3,2,7,8,3,6,2,6,No ,,21673
08/06/2022 20:24,08/06/2022 20:28,0,100,222,1,08/06/2022 20:28,anonymous,EN,1,31,2,,1,,2,4,2,7,laborer,1,2,2,2,,4,1.823,16.43,17.686,8,3,3,4,4,5,1.771,11.635,12.462,11,5,5,5,5,3,5,5,4,4,5,4,4,4,5,5,4,4,3,4,4,3,5,4,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,6,4,4,4,,5,5,5,5,6,6,5,5,5,4,4,5,3,3,3,4,4,5,5,6,5,6,5,4,4,4,5,4,4,4,2,4,4,3,3,2,1,,,35268
08/06/2022 20:51,08/06/2022 21:00,0,100,550,1,08/06/2022 21:00,anonymous,EN,1,51,1,,3,,2,2,4,8,Educator,1,5,5,4,,2,2.685,35.301,37.095,7,5,5,5,5,3,3.409,11.801,13.118,6,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,4,5,5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,7,7,6,4,4,3,no,,93849
08/06/2022 20:51,08/06/2022 21:01,0,100,634,1,08/06/2022 21:01,anonymous,EN,1,50,1,,1,,2,3,3,18,"Supervisor, HR",1,3,3,2,,3,12.765,51.636,53.846,7,7,7,7,7,1,104.699,122.443,123.598,8,7,5,7,6,1,6,6,6,6,6,7,6,7,6,6,7,6,5,5,6,6,6,1,2,2,1,5,2,5,3,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,7,6,6,1,6,6,6,6,5,6,6,5,4,6,6,6,6,6,6,6,6,2,3,5,4,5,6,6,,,77348
08/06/2022 20:15,08/06/2022 20:20,0,100,287,1,08/06/2022 20:20,anonymous,EN,1,24,2,,4,,1,1,4,4,Project Financial Analyst,1,2,2,4,,5,1.586,28.869,29.925,8,4,3,4,3,5,1.88,11.719,12.541,7,3,3,4,4,4,4,2,4,4,3,3,2,4,4,3,2,3,4,4,5,5,5,2,2,2,2,3,2,3,2,5,6,5,5,5,3,4,5,5,5,3,5,4,3,6,5,3,5,3,4,4,4,4,5,3,4,4,5,5,4,4,3,5,4,5,5,5,4,4,4,5,3,3,3,3,3,2,4,3,2,5,5,7,5,5,3,,,79930
08/06/2022 20:51,08/06/2022 20:59,0,100,444,1,08/06/2022 20:59,anonymous,EN,1,57,1,,1,,6,4,4,13,Supervisor/Healthcare,1,2,2,2,,2,5.652,55.383,57.925,9,7,7,7,7,1,4.273,18.75,19.665,7,7,7,7,7,1,7,7,7,7,7,7,7,,,7,7,7,7,7,7,7,7,1,2,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,1,5,5,7,5,5,5,,,69466
08/06/2022 19:47,08/06/2022 19:59,0,100,696,1,08/06/2022 19:59,anonymous,EN,1,38,1,,8,Native American and White,7,2,4,5,Mental Health Case Manager,1,4,3,2,,5,5.056,35.061,37.113,11,5,6,6,5,2,24.125,52.75,53.198,13,4,5,5,4,4,5,5,6,6,6,6,5,6,5,5,6,5,5,4,5,5,5,4,2,4,5,5,3,4,5,5,5,6,5,5,5,6,6,5,6,5,5,4,5,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,6,6,6,6,6,6,5,6,4,6,5,6,6,1,5,7,3,5,4,4,,,44339
08/06/2022 20:56,08/06/2022 21:03,0,100,456,1,08/06/2022 21:03,anonymous,EN,1,33,2,,3,,7,1,4,6,programmer,1,3,3,4,,5,3.734,29.692,30.875,9,4,3,7,7,5,12.16,27.94,29.048,7,2,4,4,4,3,4,1,4,4,1,3,3,3,4,4,4,4,2,1,6,6,4,2,2,2,2,4,2,3,4,6,6,6,6,2,4,2,2,5,5,4,4,5,4,6,5,4,5,4,5,4,4,5,5,5,5,5,5,6,2,4,1,1,1,2,4,4,2,5,2,2,5,5,5,5,4,4,5,5,1,3,3,8,5,5,3,no,,61712
08/06/2022 20:56,08/06/2022 21:02,0,100,402,1,08/06/2022 21:02,anonymous,EN,1,43,2,,1,,2,2,4,4,Claims Adjuster,1,3,2,1,,5,8.301,42.061,43.859,8,5,5,5,5,3,5.299,14.435,15.361,10,5,5,6,6,2,5,2,5,3,3,3,5,5,5,3,5,6,3,5,6,6,6,2,2,2,2,2,2,2,2,,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,6,6,5,5,2,3,3,3,3,5,5,6,5,5,6,6,5,6,6,5,5,6,2,5,5,4,3,2,2,Thanks,,60086
08/06/2022 19:01,08/06/2022 19:13,0,100,699,1,08/06/2022 19:13,anonymous,EN,1,52,2,,3,,1,1,3,16,Paralegal,1,4,4,4,,5,3.235,30.004,31.484,8,4,5,5,6,2,2.99,19.176,22.259,8,7,5,6,6,1,5,4,6,5,6,6,6,7,7,6,6,7,6,4,6,6,6,1,2,2,1,1,1,2,1,6,6,7,6,6,6,6,6,7,7,6,7,7,6,6,7,7,7,6,7,6,6,7,7,7,6,6,7,7,7,7,4,6,6,6,6,6,6,7,7,6,7,6,6,6,7,7,6,7,1,4,4,7,6,7,5,,,78210
08/06/2022 20:19,08/06/2022 20:32,0,100,749,1,08/06/2022 20:32,anonymous,EN,1,36,1,,1,,1,1,4,4,manager,1,4,4,4,,3,37.298,118.342,121.706,43,4,1,4,1,7,28.542,72.785,75.806,23,1,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,2,2,2,2,2,1,1,1,7,7,7,7,4,1,1,1,5,2,5,4,5,1,6,1,1,1,1,1,1,4,4,1,1,2,4,6,2,1,2,6,1,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,9,1,1,1,"I don't think ""meaning"" is a real thing. It's just something people come up with to keep working.",,59753
08/06/2022 20:21,08/06/2022 20:30,0,100,543,1,08/06/2022 20:30,anonymous,EN,1,43,1,,1,,1,1,4,12,Receptionist administrative assistant,1,3,3,2,,5,4.933,46.329,47.01,14,4,5,5,5,4,4.619,18.642,19.623,9,1,2,2,2,6,1,1,2,2,2,4,4,2,2,4,2,2,1,2,6,6,2,1,2,4,2,4,2,2,3,6,7,6,6,4,4,3,4,3,3,5,3,3,5,6,4,3,4,2,6,2,4,5,5,4,5,5,6,4,5,2,6,1,2,2,2,4,3,3,3,2,4,6,4,,4,4,3,4,2,5,5,7,4,5,1,no,,84645
08/06/2022 18:51,08/06/2022 18:58,0,100,405,1,08/06/2022 18:58,anonymous,EN,1,36,1,,1,,1,1,5,8,Librarian,1,3,3,2,,3,4.098,24.13,25.414,7,5,5,5,5,2,3.046,36.046,37.33,9,6,5,5,5,3,5,6,5,6,6,6,6,5,5,5,5,5,5,6,5,6,6,2,2,2,4,3,2,5,3,4,5,6,6,5,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,5,5,5,5,5,5,6,6,5,5,2,5,5,5,6,6,6,5,5,5,6,6,6,6,6,6,5,6,2,5,5,5,4,2,1,nope!,,84246
08/06/2022 21:14,08/06/2022 21:22,0,100,481,1,08/06/2022 21:22,anonymous,EN,1,25,2,,2,,1,1,2,7,INVENTORY,1,2,2,2,,5,1.443,20.171,20.674,15,7,7,7,7,1,1.845,7.595,8.787,11,6,7,7,7,1,7,6,6,7,6,7,6,6,6,7,7,7,6,7,6,1,6,1,2,1,1,1,1,1,7,6,5,6,6,6,6,6,6,6,7,6,7,6,7,6,7,6,6,7,6,7,7,7,7,7,7,6,6,6,7,7,1,7,6,6,7,6,6,5,6,6,6,6,7,6,7,6,7,6,1,3,6,7,6,6,6,Thanks,,11729
